"","sssdistrict","jssdistrict","ssslong","ssslat","jsslong","jsslat","distance"
"89.67","Sekyere West (Mampong)","Fanteakwa (Begoro)",-1.18007683753967,7.19956493377686,-0.356094092130661,6.43607091903687,77.4399253552967
"89.68","Sekyere West (Mampong)","Kwaebibirem (Kade)",-1.18007683753967,7.19956493377686,-0.799037277698517,6.13331890106201,78.2718575682313
"89.69","Sekyere West (Mampong)","Kwahu North (Donkorkrom)",-1.18007683753967,7.19956493377686,-0.264697343111038,6.91197347640991,65.9312896572969
"89.70","Sekyere West (Mampong)","Kwahu South (Mpraeso)",-1.18007683753967,7.19956493377686,-0.635528683662415,6.61922645568848,54.8768076253488
"89.71","Sekyere West (Mampong)","Kwahu West (Nkawkaw)",-1.18007683753967,7.19956493377686,-0.801975071430206,6.5270209312439,53.2862143442954
"89.72","Sekyere West (Mampong)","Manya Krobo (Odumase-Krobo)",-1.18007683753967,7.19956493377686,-0.127511590719223,6.41491651535034,90.4472202092147
"89.73","Sekyere West (Mampong)","New Juaben (Koforidua)",-1.18007683753967,7.19956493377686,-0.297512322664261,6.1126127243042,96.6319383165161
"89.74","Sekyere West (Mampong)","Suhum/Kraboa/Coaltar",-1.18007683753967,7.19956493377686,-0.474989742040634,5.94451522827148,99.448218057638
"89.75","Sekyere West (Mampong)","West Akim (Asamankese)",-1.18007683753967,7.19956493377686,-0.609122574329376,5.8336124420166,102.328928816686
"89.76","Sekyere West (Mampong)","Yilo Krobo (Somanya)",-1.18007683753967,7.19956493377686,-0.181593209505081,6.18635511398315,98.1167163006627
"89.77","Sekyere West (Mampong)","Accra Metropolitan",-1.18007683753967,7.19956493377686,-0.197115257382393,5.6073956489563,129.260850798864
"89.78","Sekyere West (Mampong)","Dangme East (Ada)",-1.18007683753967,7.19956493377686,0.106862179934978,5.91473388671875,125.455549694846
"89.79","Sekyere West (Mampong)","Dangme West (Dodowa)",-1.18007683753967,7.19956493377686,0.512386500835419,5.78625059127808,152.064840986939
"89.80","Sekyere West (Mampong)","Ga East (Abokobi)",-1.18007683753967,7.19956493377686,-0.241145879030228,5.72114276885986,120.973184731226
"89.81","Sekyere West (Mampong)","Ga West (Amasaman)",-1.18007683753967,7.19956493377686,-0.397510528564453,5.6646876335144,119.054086029985
"89.82","Sekyere West (Mampong)","Tema",-1.18007683753967,7.19956493377686,-0.0500882156193256,5.69031476974487,130.186026229765
"89.83","Sekyere West (Mampong)","Karaga",-1.18007683753967,7.19956493377686,-0.535205662250519,9.93793296813965,194.447574267434
"89.84","Sekyere West (Mampong)","Central Gonja (Buipe)",-1.18007683753967,7.19956493377686,-1.4432520866394,8.9619083404541,123.223952870843
"89.85","Sekyere West (Mampong)","Gushegu (Gushegu)",-1.18007683753967,7.19956493377686,-0.187724083662033,9.93830871582031,201.148478027465
"89.86","Sekyere West (Mampong)","Nanumba South (Wulensi)",-1.18007683753967,7.19956493377686,0.1514682918787,8.59566402435303,132.740050605283
"89.87","Sekyere West (Mampong)","Bole",-1.18007683753967,7.19956493377686,-2.26667523384094,8.62969589233398,123.726878203508
"89.88","Sekyere West (Mampong)","East Dagomba (Yendi)",-1.18007683753967,7.19956493377686,-0.200845062732697,9.35213088989258,163.209533657751
"89.89","Sekyere West (Mampong)","East Gonja (Salaga)",-1.18007683753967,7.19956493377686,-0.533939599990845,8.72915744781494,114.657304202993
"89.90","Sekyere West (Mampong)","East Mamprusi (Gambaga)",-1.18007683753967,7.19956493377686,-0.41415736079216,10.4712734222412,232.229836274054
"89.91","Sekyere West (Mampong)","Nanumba North (Bimbilla)",-1.18007683753967,7.19956493377686,-0.141764163970947,8.81677436828613,132.48082001996
"89.92","Sekyere West (Mampong)","Saboba/Chereponi (Saboba)",-1.18007683753967,7.19956493377686,0.166294068098068,9.91628551483154,209.118469343592
"89.93","Sekyere West (Mampong)","Savelugu/Nanton (Savelugu)",-1.18007683753967,7.19956493377686,-0.815288662910461,9.81180095672607,182.396262628376
"89.94","Sekyere West (Mampong)","Tamale",-1.18007683753967,7.19956493377686,-0.784348249435425,9.38335132598877,153.452153690917
"89.95","Sekyere West (Mampong)","Tolon Kunbungu (Tolon)",-1.18007683753967,7.19956493377686,-1.10971987247467,9.52724552154541,161.081842464797
"89.96","Sekyere West (Mampong)","West Gonja (Damongo)",-1.18007683753967,7.19956493377686,-1.70040583610535,9.50565147399902,163.418678957464
"89.97","Sekyere West (Mampong)","West Mamprusi (Walewale)",-1.18007683753967,7.19956493377686,-1.11731052398682,10.3346328735352,216.900978607247
"89.98","Sekyere West (Mampong)","Zabzugu Tatale (Zabzugu)",-1.18007683753967,7.19956493377686,0.371232807636261,9.13971710205078,170.982789827646
"89.99","Sekyere West (Mampong)","Bawku East (Bawku)",-1.18007683753967,7.19956493377686,-0.188137739896774,11.0363521575928,273.80953925555
